x_local,y_local,utm_e,utm_n,lon,lat,rl
451.763,129.669,706558.690,953847.570,76.8770570,8.6245153,91.671
451.763,367.059,706558.690,954084.960,76.8770676,8.6266614,98.237
451.783,9.139,706558.710,953727.040,76.8770518,8.6234256,73.860
451.783,88.179,706558.710,953806.080,76.8770553,8.6241402,81.648
452.013,190.619,706558.940,953908.520,76.8770620,8.6250663,100.640
452.063,431.059,706558.990,954148.960,76.8770732,8.6272399,83.570
452.193,228.499,706559.120,953946.400,76.8770653,8.6254087,104.600
452.203,311.069,706559.130,954028.970,76.8770691,8.6261552,103.755
452.223,20.819,706559.150,953738.720,76.8770563,8.6235312,73.200
452.443,214.029,706559.370,953931.930,76.8770669,8.6252779,103.242
452.483,49.099,706559.410,953767.000,76.8770599,8.6237868,73.713
452.503,500.969,706559.430,954218.870,76.8770803,8.6278719,88.935
452.593,219.169,706559.520,953937.070,76.8770685,8.6253243,103.984
452.623,231.479,706559.550,953949.380,76.8770694,8.6254356,105.179
452.703,56.839,706559.630,953774.740,76.8770623,8.6238568,74.178
452.853,329.349,706559.780,954047.250,76.8770758,8.6263204,104.299
453.303,39.929,706560.230,953757.830,76.8770670,8.6237039,73.742
453.393,257.489,706560.320,953975.390,76.8770775,8.6256707,105.990
453.413,198.169,706560.340,953916.070,76.8770750,8.6251344,102.135
453.453,352.069,706560.380,954069.970,76.8770823,8.6265258,99.101
453.463,301.759,706560.390,954019.660,76.8770801,8.6260709,103.013
453.473,357.489,706560.400,954075.390,76.8770827,8.6265748,99.142
453.773,293.959,706560.700,954011.860,76.8770826,8.6260004,101.691
453.783,99.659,706560.710,953817.560,76.8770740,8.6242439,84.642
453.783,382.779,706560.710,954100.680,76.8770866,8.6268034,90.900
453.813,378.349,706560.740,954096.250,76.8770867,8.6267633,93.714
453.913,92.739,706560.840,953810.640,76.8770749,8.6241813,82.988
453.993,211.019,706560.920,953928.920,76.8770809,8.6252506,103.362
454.113,187.659,706561.040,953905.560,76.8770809,8.6250394,100.587
454.533,335.679,706561.460,954053.580,76.8770914,8.6263775,102.773
454.543,-4.291,706561.470,953713.610,76.8770763,8.6233041,74.318
454.903,88.179,706561.830,953806.080,76.8770837,8.6241400,81.673
454.913,346.819,706561.840,954064.720,76.8770953,8.6264782,99.357
454.983,278.019,706561.910,953995.920,76.8770929,8.6258563,104.000
455.003,15.019,706561.930,953732.920,76.8770813,8.6234786,73.574
455.073,149.689,706562.000,953867.590,76.8770880,8.6246961,96.641
455.113,92.759,706562.040,953810.660,76.8770858,8.6241814,82.860
455.393,29.649,706562.320,953747.550,76.8770855,8.6236109,73.400
455.553,427.479,706562.480,954145.380,76.8771047,8.6272074,83.654
455.753,417.959,706562.680,954135.860,76.8771061,8.6271213,83.132
455.813,362.909,706562.740,954080.810,76.8771042,8.6266237,98.964
455.833,44.229,706562.760,953762.130,76.8770902,8.6237427,73.686
455.893,304.169,706562.820,954022.070,76.8771023,8.6260926,111.750
455.993,398.409,706562.920,954116.310,76.8771074,8.6269446,88.117
456.053,188.049,706562.980,953905.950,76.8770986,8.6250428,101.003
456.123,72.989,706563.050,953790.890,76.8770941,8.6240027,76.716
456.223,36.089,706563.150,953753.990,76.8770933,8.6236691,73.210
456.353,87.599,706563.280,953805.500,76.8770968,8.6241347,81.472
456.363,116.229,706563.290,953834.130,76.8770982,8.6243935,88.906
456.493,335.659,706563.420,954053.560,76.8771092,8.6263773,106.236
456.513,115.829,706563.440,953833.730,76.8770995,8.6243899,88.424
456.833,205.099,706563.760,953923.000,76.8771064,8.6251969,103.208
456.833,378.129,706563.760,954096.030,76.8771141,8.6267612,93.457
456.923,249.899,706563.850,953967.800,76.8771092,8.6256020,107.145
457.043,128.619,706563.970,953846.520,76.8771049,8.6245055,91.871
457.333,193.969,706564.260,953911.870,76.8771105,8.6250963,102.059
457.393,266.249,706564.320,953984.150,76.8771142,8.6257497,106.097
457.713,65.529,706564.640,953783.430,76.8771082,8.6239351,75.246
457.803,96.699,706564.730,953814.600,76.8771104,8.6242169,84.048
457.823,307.889,706564.750,954025.790,76.8771200,8.6261262,105.672
457.833,118.789,706564.760,953836.690,76.8771117,8.6244166,89.358
457.853,365.839,706564.780,954083.740,76.8771229,8.6266501,98.932
457.883,104.509,706564.810,953822.410,76.8771115,8.6242875,86.299
457.893,236.009,706564.820,953953.910,76.8771174,8.6254763,106.430
457.923,391.839,706564.850,954109.740,76.8771247,8.6268851,88.474
458.043,143.749,706564.970,953861.650,76.8771147,8.6246423,95.368
458.133,108.679,706565.060,953826.580,76.8771139,8.6243252,86.564
458.173,56.739,706565.100,953774.640,76.8771120,8.6238557,73.933
458.443,512.379,706565.370,954230.280,76.8771348,8.6279748,90.147
458.453,134.929,706565.380,953852.830,76.8771180,8.6245625,93.444
458.753,374.199,706565.680,954092.100,76.8771314,8.6267256,97.574
458.773,374.199,706565.700,954092.100,76.8771316,8.6267256,98.279
458.843,80.069,706565.770,953797.970,76.8771191,8.6240665,79.349
459.033,61.659,706565.960,953779.560,76.8771200,8.6239001,74.536
459.103,223.409,706566.030,953941.310,76.8771279,8.6253624,105.492
459.183,30.739,706566.110,953748.640,76.8771200,8.6236206,73.475
459.353,215.279,706566.280,953933.180,76.8771298,8.6252889,104.621
459.603,211.809,706566.530,953929.710,76.8771319,8.6252575,104.302
459.733,10.229,706566.660,953728.130,76.8771241,8.6234351,73.518
459.733,259.289,706566.660,953977.190,76.8771352,8.6256867,107.672
459.753,415.219,706566.680,954133.120,76.8771423,8.6270964,84.382
459.773,174.569,706566.700,953892.470,76.8771318,8.6249208,102.891
460.143,373.809,706567.070,954091.710,76.8771440,8.6267220,98.283
460.163,198.619,706567.090,953916.520,76.8771364,8.6251382,108.245
460.313,165.099,706567.240,953883.000,76.8771362,8.6248352,100.969
460.423,292.339,706567.350,954010.240,76.8771429,8.6259855,104.158
460.543,91.869,706567.470,953809.770,76.8771351,8.6241731,83.145
460.633,338.649,706567.560,954056.550,76.8771469,8.6264041,104.058
460.743,401.579,706567.670,954119.480,76.8771507,8.6269730,88.385
460.783,355.409,706567.710,954073.310,76.8771490,8.6265556,99.250
461.093,159.249,706568.020,953877.150,76.8771431,8.6247823,99.818
461.123,100.439,706568.050,953818.340,76.8771407,8.6242506,85.029
461.193,51.369,706568.120,953769.270,76.8771392,8.6238070,73.750
461.433,25.449,706568.360,953743.350,76.8771402,8.6235726,73.341
461.443,207.519,706568.370,953925.420,76.8771484,8.6252186,104.298
461.463,25.529,706568.390,953743.430,76.8771405,8.6235734,73.332
461.473,128.059,706568.400,953845.960,76.8771451,8.6245003,91.541
461.803,10.929,706568.730,953728.830,76.8771429,8.6234414,73.670
461.873,150.999,706568.800,953868.900,76.8771498,8.6247076,97.630
461.953,198.819,706568.880,953916.720,76.8771526,8.6251399,103.208
461.973,87.929,706568.900,953805.830,76.8771479,8.6241375,81.554
462.073,-0.161,706569.000,953717.740,76.8771449,8.6233411,74.458
462.153,176.779,706569.080,953894.680,76.8771535,8.6249407,103.756
462.553,120.879,706569.480,953838.780,76.8771546,8.6244353,90.499
462.713,422.119,706569.640,954140.020,76.8771695,8.6271586,83.790
462.763,48.479,706569.690,953766.380,76.8771533,8.6237808,73.526
462.763,134.699,706569.690,953852.600,76.8771571,8.6245602,93.691
462.803,375.699,706569.730,954093.600,76.8771683,8.6267390,97.826
463.143,142.859,706570.070,953860.760,76.8771610,8.6246340,95.669
463.153,514.059,706570.080,954231.960,76.8771776,8.6279898,89.988
463.173,189.859,706570.100,953907.760,76.8771633,8.6250589,101.717
463.673,79.919,706570.600,953797.820,76.8771630,8.6240650,79.124
464.033,126.449,706570.960,953844.350,76.8771683,8.6244856,91.403
464.063,270.739,706570.990,953988.640,76.8771750,8.6257900,107.875
464.103,267.129,706571.030,953985.030,76.8771752,8.6257574,108.388
464.153,7.649,706571.080,953725.550,76.8771641,8.6234116,74.125
464.363,340.969,706571.290,954058.870,76.8771809,8.6264249,104.781
464.433,104.179,706571.360,953822.080,76.8771710,8.6242843,86.011
464.443,304.009,706571.370,954021.910,76.8771800,8.6260908,107.418
464.493,320.919,706571.420,954038.820,76.8771812,8.6262437,108.546
464.513,541.899,706571.440,954259.800,76.8771912,8.6282414,94.337
464.653,44.419,706571.580,953762.320,76.8771703,8.6237440,73.594
464.763,250.519,706571.690,953968.420,76.8771805,8.6256072,108.714
464.813,121.699,706571.740,953839.600,76.8771752,8.6244426,90.822
465.003,220.019,706571.930,953937.920,76.8771813,8.6253315,105.928
465.103,367.609,706572.030,954085.510,76.8771888,8.6266657,101.079
465.133,340.999,706572.060,954058.900,76.8771879,8.6264252,104.928
465.163,180.379,706572.090,953898.280,76.8771810,8.6249731,104.297
465.173,227.199,706572.100,953945.100,76.8771832,8.6253964,106.760
465.493,16.619,706572.420,953734.520,76.8771767,8.6234926,73.618
465.683,358.649,706572.610,954076.550,76.8771937,8.6265847,99.426
465.803,85.699,706572.730,953803.600,76.8771826,8.6241171,80.929
465.893,29.829,706572.820,953747.730,76.8771809,8.6236120,73.734
465.903,204.519,706572.830,953922.420,76.8771888,8.6251913,104.448
465.913,75.039,706572.840,953792.940,76.8771831,8.6240208,77.039
466.013,385.099,706572.940,954103.000,76.8771978,8.6268238,91.688
466.053,396.109,706572.980,954114.010,76.8771987,8.6269233,90.189
466.103,113.609,706573.030,953831.510,76.8771865,8.6243694,88.499
466.243,92.019,706573.170,953809.920,76.8771869,8.6241742,83.033
466.503,295.199,706573.430,954013.100,76.8771983,8.6260111,106.978
466.563,236.749,706573.490,953954.650,76.8771962,8.6254826,108.034
466.673,507.199,706573.600,954225.100,76.8772093,8.6279276,88.686
466.763,2.099,706573.690,953720.000,76.8771876,8.6233613,74.583
466.783,88.349,706573.710,953806.250,76.8771916,8.6241410,81.965
466.993,39.279,706573.920,953757.180,76.8771913,8.6236974,73.449
467.043,260.669,706573.970,953978.570,76.8772016,8.6256989,109.513
467.173,79.369,706574.100,953797.270,76.8771947,8.6240598,78.789
467.193,11.269,706574.120,953729.170,76.8771919,8.6234442,73.994
467.203,34.479,706574.130,953752.380,76.8771930,8.6236540,73.207
467.243,68.999,706574.170,953786.900,76.8771949,8.6239661,75.570
467.293,408.939,706574.220,954126.840,76.8772105,8.6270393,87.055
467.393,196.039,706574.320,953913.940,76.8772019,8.6251146,103.156
467.473,511.079,706574.400,954228.980,76.8772167,8.6279627,90.476
467.733,6.309,706574.660,953724.210,76.8771966,8.6233993,74.460
467.743,524.429,706574.670,954242.330,76.8772198,8.6280833,92.033
468.213,368.339,706575.140,954086.240,76.8772171,8.6266722,101.174
468.493,191.089,706575.420,953908.990,76.8772117,8.6250698,102.553
468.603,61.539,706575.530,953779.440,76.8772069,8.6238986,74.642
468.683,306.869,706575.610,954024.770,76.8772186,8.6261165,114.465
468.883,284.719,706575.810,954002.620,76.8772194,8.6259162,107.739
469.123,277.729,706576.050,953995.630,76.8772213,8.6258530,108.909
469.223,531.419,706576.150,954249.320,76.8772335,8.6281465,92.588
469.363,344.289,706576.290,954062.190,76.8772265,8.6264547,105.571
469.593,97.949,706576.520,953815.850,76.8772175,8.6242277,84.482
469.593,537.799,706576.520,954255.700,76.8772372,8.6282041,92.862
469.623,53.699,706576.550,953771.600,76.8772158,8.6238277,73.804
469.703,123.089,706576.630,953840.990,76.8772197,8.6244550,90.937
469.753,547.829,706576.680,954265.730,76.8772391,8.6282948,93.688
469.903,101.149,706576.830,953819.050,76.8772205,8.6242566,85.778
469.953,502.169,706576.880,954220.070,76.8772389,8.6278820,86.996
469.963,211.489,706576.890,953929.390,76.8772260,8.6252541,105.497
470.053,253.889,706576.980,953971.790,76.8772287,8.6256374,110.124
470.493,346.179,706577.420,954064.080,76.8772368,8.6264718,105.259
470.553,269.069,706577.480,953986.970,76.8772339,8.6257747,110.342
470.653,484.309,706577.580,954202.210,76.8772444,8.6277205,80.846
470.753,402.679,706577.680,954120.580,76.8772417,8.6269825,88.541
470.893,74.559,706577.820,953792.460,76.8772283,8.6240162,77.031
470.913,512.819,706577.840,954230.720,76.8772481,8.6279782,88.659
471.093,395.949,706578.020,954113.850,76.8772445,8.6269217,90.050
471.093,524.879,706578.020,954242.780,76.8772502,8.6280872,91.029
471.283,16.939,706578.210,953734.840,76.8772293,8.6234953,73.605
471.393,374.449,706578.320,954092.350,76.8772462,8.6267273,98.662
471.553,267.449,706578.480,953985.350,76.8772429,8.6257600,110.564
471.623,110.879,706578.550,953828.780,76.8772366,8.6243445,87.663
471.673,47.269,706578.600,953765.170,76.8772342,8.6237694,73.673
471.693,4.579,706578.620,953722.480,76.8772325,8.6233835,74.784
471.713,507.369,706578.640,954225.270,76.8772551,8.6279289,87.384
471.853,12.939,706578.780,953730.840,76.8772343,8.6234591,73.799
471.873,196.539,706578.800,953914.440,76.8772427,8.6251189,109.215
472.123,388.199,706579.050,954106.100,76.8772535,8.6268516,92.055
472.173,79.219,706579.100,953797.120,76.8772401,8.6240583,78.454
472.173,545.379,706579.100,954263.280,76.8772610,8.6282725,93.099
472.403,478.619,706579.330,954196.520,76.8772601,8.6276690,80.132
472.533,7.709,706579.460,953725.610,76.8772402,8.6234118,74.685
472.623,84.549,706579.550,953802.450,76.8772445,8.6241064,79.931
472.633,383.639,706579.560,954101.540,76.8772579,8.6268103,96.246
472.713,546.129,706579.640,954264.030,76.8772659,8.6282793,93.105
472.753,41.499,706579.680,953759.400,76.8772437,8.6237172,73.636
472.763,102.869,706579.690,953820.770,76.8772466,8.6242720,85.819
472.783,89.749,706579.710,953807.650,76.8772462,8.6241534,80.396
472.893,200.539,706579.820,953918.440,76.8772521,8.6251550,104.378
473.063,517.469,706579.990,954235.370,76.8772678,8.6280202,89.701
473.203,366.839,706580.130,954084.740,76.8772623,8.6266584,101.859
473.443,221.259,706580.370,953939.160,76.8772580,8.6253423,107.280
473.453,381.439,706580.380,954099.340,76.8772653,8.6267904,96.103
473.483,320.179,706580.410,954038.080,76.8772628,8.6262366,111.067
473.503,198.909,706580.430,953916.810,76.8772576,8.6251402,109.087
473.503,228.299,706580.430,953946.200,76.8772589,8.6254059,108.285
473.653,70.929,706580.580,953788.830,76.8772532,8.6239833,77.003
473.653,405.199,706580.580,954123.100,76.8772681,8.6270052,89.173
473.683,36.389,706580.610,953754.290,76.8772520,8.6236710,73.159
473.753,96.019,706580.680,953813.920,76.8772553,8.6242101,80.210
473.753,192.769,706580.680,953910.670,76.8772596,8.6250847,103.056
473.973,491.199,706580.900,954209.100,76.8772749,8.6277826,81.288
474.123,347.769,706581.050,954065.670,76.8772699,8.6264860,105.758
474.133,260.119,706581.060,953978.020,76.8772660,8.6256936,111.451
474.223,246.429,706581.150,953964.330,76.8772662,8.6255698,110.445
474.293,504.639,706581.220,954222.540,76.8772784,8.6279041,86.248
474.763,191.749,706581.690,953909.650,76.8772687,8.6250755,107.107
474.823,32.859,706581.750,953750.760,76.8772622,8.6236390,73.199
474.893,235.549,706581.820,953953.450,76.8772718,8.6254714,109.262
474.933,317.839,706581.860,954035.740,76.8772759,8.6262154,111.727
475.163,57.389,706582.090,953775.290,76.8772663,8.6238608,75.791
475.263,142.139,706582.190,953860.040,76.8772710,8.6246269,96.085
475.433,207.669,706582.360,953925.570,76.8772755,8.6252194,105.668
475.453,208.329,706582.380,953926.230,76.8772757,8.6252253,105.613
475.463,208.349,706582.390,953926.250,76.8772758,8.6252255,105.608
475.513,524.069,706582.440,954241.970,76.8772904,8.6280797,89.725
475.673,510.949,706582.600,954228.850,76.8772912,8.6279611,87.165
475.693,292.359,706582.620,954010.260,76.8772816,8.6259850,118.936
475.823,322.469,706582.750,954040.370,76.8772842,8.6262572,111.160
475.873,74.089,706582.800,953791.990,76.8772735,8.6240117,77.022
476.153,18.259,706583.080,953736.160,76.8772736,8.6235070,73.754
476.183,535.079,706583.110,954252.980,76.8772969,8.6281792,90.926
476.203,304.809,706583.130,954022.710,76.8772868,8.6260975,112.285
476.313,27.859,706583.240,953745.760,76.8772755,8.6235938,73.451
476.563,364.969,706583.490,954082.870,76.8772928,8.6266414,102.842
476.593,22.699,706583.520,953740.600,76.8772778,8.6235471,73.630
476.603,500.639,706583.530,954218.540,76.8772992,8.6278679,83.826
476.633,484.959,706583.560,954202.860,76.8772988,8.6277261,80.975
476.853,114.779,706583.780,953832.680,76.8772842,8.6243795,89.148
476.883,408.719,706583.810,954126.620,76.8772976,8.6270369,90.113
476.943,571.219,706583.870,954289.120,76.8773054,8.6285059,95.444
476.993,12.669,706583.920,953730.570,76.8772810,8.6234564,73.808
477.023,315.669,706583.950,954033.570,76.8772948,8.6261956,112.568
477.173,79.069,706584.100,953796.970,76.8772856,8.6240567,78.119
477.203,509.109,706584.130,954227.010,76.8773050,8.6279444,86.354
477.443,156.549,706584.370,953874.450,76.8772915,8.6247571,98.984
477.633,202.489,706584.560,953920.390,76.8772952,8.6251724,109.773
477.643,6.149,706584.570,953724.050,76.8772866,8.6233974,75.042
477.743,241.809,706584.670,953959.710,76.8772980,8.6255279,110.766
477.833,497.449,706584.760,954215.350,76.8773102,8.6278390,82.406
477.873,295.079,706584.800,954012.980,76.8773016,8.6260095,112.294
477.943,377.769,706584.870,954095.670,76.8773059,8.6267570,97.700
478.263,250.959,706585.190,953968.860,76.8773031,8.6256106,112.034
478.293,103.729,706585.220,953821.630,76.8772968,8.6242796,86.016
478.313,97.349,706585.240,953815.250,76.8772967,8.6242219,80.279
478.373,160.009,706585.300,953877.910,76.8773001,8.6247884,99.623
478.393,539.569,706585.320,954257.470,76.8773172,8.6282197,90.658
478.483,49.149,706585.410,953767.050,76.8772961,8.6237861,75.540
478.493,491.059,706585.420,954208.960,76.8773159,8.6277812,80.997
478.513,354.229,706585.440,954072.130,76.8773100,8.6265442,106.750
478.623,211.119,706585.550,953929.020,76.8773046,8.6252504,106.587
478.653,109.829,706585.580,953827.730,76.8773004,8.6243347,87.427
478.703,118.559,706585.630,953836.460,76.8773012,8.6244136,90.273
478.733,36.229,706585.660,953754.130,76.8772978,8.6236693,75.263
478.763,211.299,706585.690,953929.200,76.8773059,8.6252520,106.579
478.803,198.209,706585.730,953916.110,76.8773057,8.6251337,104.523
478.823,71.459,706585.750,953789.360,76.8773002,8.6239878,77.020
479.083,194.449,706586.010,953912.350,76.8773081,8.6250997,104.081
479.203,491.769,706586.130,954209.670,76.8773224,8.6277876,81.707
479.213,33.749,706586.140,953751.650,76.8773021,8.6236469,75.302
479.283,227.219,706586.210,953945.120,76.8773113,8.6253959,109.183
479.443,328.019,706586.370,954045.920,76.8773173,8.6263072,110.906
479.553,121.799,706586.480,953839.700,76.8773091,8.6244429,90.972
479.593,21.529,706586.520,953739.430,76.8773050,8.6235364,74.580
479.623,404.029,706586.550,954121.930,76.8773223,8.6269943,91.093
479.753,371.999,706586.680,954089.900,76.8773221,8.6267048,100.207
479.753,392.069,706586.680,954109.970,76.8773230,8.6268862,93.888
479.953,523.729,706586.880,954241.630,76.8773307,8.6280765,88.303
480.183,346.829,706587.110,954064.730,76.8773249,8.6264772,107.662
480.193,221.579,706587.120,953939.480,76.8773194,8.6253449,108.655
480.243,91.909,706587.170,953809.810,76.8773140,8.6241726,80.275
480.273,285.989,706587.200,954003.890,76.8773230,8.6259272,112.576
480.283,21.519,706587.210,953739.420,76.8773112,8.6235363,74.676
480.533,65.339,706587.460,953783.240,76.8773155,8.6239324,76.529
480.533,388.489,706587.460,954106.390,76.8773299,8.6268538,95.831
480.643,198.679,706587.570,953916.580,76.8773224,8.6251379,109.585
480.703,204.349,706587.630,953922.250,76.8773232,8.6251891,105.977
480.743,278.739,706587.670,953996.640,76.8773269,8.6258616,113.293
480.763,270.879,706587.690,953988.780,76.8773267,8.6257906,113.452
480.763,564.519,706587.690,954282.420,76.8773399,8.6284452,94.224
480.773,182.379,706587.700,953900.280,76.8773229,8.6249905,104.930
480.883,177.059,706587.810,953894.960,76.8773236,8.6249424,103.279
480.923,143.029,706587.850,953860.930,76.8773225,8.6246347,95.914
481.093,28.139,706588.020,953746.040,76.8773189,8.6235961,75.212
481.093,516.499,706588.020,954234.400,76.8773407,8.6280110,86.147
481.173,184.939,706588.100,953902.840,76.8773266,8.6250136,105.949
481.183,362.379,706588.110,954080.280,76.8773346,8.6266177,103.749
481.453,84.699,706588.380,953802.600,76.8773247,8.6241074,80.068
481.533,28.379,706588.460,953746.280,76.8773229,8.6235982,75.217
481.573,176.339,706588.500,953894.240,76.8773299,8.6249358,103.276
481.683,12.669,706588.610,953730.570,76.8773236,8.6234562,75.307
481.733,498.379,706588.660,954216.280,76.8773457,8.6278472,82.140
481.853,10.369,706588.780,953728.270,76.8773250,8.6234354,75.049
481.863,48.419,706588.790,953766.320,76.8773268,8.6237794,75.537
481.903,316.999,706588.830,954034.900,76.8773392,8.6262075,116.484
481.913,56.839,706588.840,953774.740,76.8773276,8.6238555,75.857
481.953,178.449,706588.880,953896.350,76.8773334,8.6249549,103.535
482.163,165.119,706589.090,953883.020,76.8773347,8.6248344,100.442
482.163,180.599,706589.090,953898.500,76.8773354,8.6249743,104.544
482.203,160.139,706589.130,953878.040,76.8773349,8.6247894,99.203
482.243,20.499,706589.170,953738.400,76.8773290,8.6235270,75.217
482.443,400.879,706589.370,954118.780,76.8773478,8.6269657,92.651
482.483,317.269,706589.410,954035.170,76.8773444,8.6262099,112.241
482.563,180.619,706589.490,953898.520,76.8773391,8.6249745,104.519
482.723,303.239,706589.650,954021.140,76.8773460,8.6260830,114.666
482.883,43.149,706589.810,953761.050,76.8773358,8.6237317,75.143
482.953,160.619,706589.880,953878.520,76.8773417,8.6247937,99.008
483.113,8.629,706590.040,953726.530,76.8773364,8.6234196,75.264
483.223,111.369,706590.150,953829.270,76.8773420,8.6243484,88.393
483.373,234.639,706590.300,953952.540,76.8773488,8.6254628,111.045
483.393,294.909,706590.320,954012.810,76.8773517,8.6260077,114.690
483.793,344.699,706590.720,954062.600,76.8773576,8.6264578,108.714
483.813,37.219,706590.740,953755.120,76.8773440,8.6236780,75.253
483.823,334.879,706590.750,954052.780,76.8773574,8.6263690,110.352
483.823,502.159,706590.750,954220.060,76.8773649,8.6278813,82.339
483.853,312.269,706590.780,954030.170,76.8773567,8.6261646,114.722
483.913,368.359,706590.840,954086.260,76.8773597,8.6266717,102.248
484.053,182.909,706590.980,953900.810,76.8773527,8.6249951,104.734
484.193,208.489,706591.120,953926.390,76.8773551,8.6252264,106.972
484.323,286.079,706591.250,954003.980,76.8773598,8.6259278,114.772
484.393,195.569,706591.320,953913.470,76.8773563,8.6251096,104.721
484.483,56.539,706591.410,953774.440,76.8773510,8.6238527,75.834
484.583,533.589,706591.510,954251.490,76.8773732,8.6281654,88.643
484.603,506.119,706591.530,954224.020,76.8773721,8.6279170,82.811
484.623,359.109,706591.550,954077.010,76.8773657,8.6265880,105.675
484.643,108.779,706591.570,953826.680,76.8773547,8.6243249,87.288
484.883,262.849,706591.810,953980.750,76.8773638,8.6257178,114.623
484.943,121.289,706591.870,953839.190,76.8773580,8.6244380,90.461
484.963,115.569,706591.890,953833.470,76.8773580,8.6243863,89.060
485.163,66.449,706592.090,953784.350,76.8773576,8.6239422,76.256
485.293,73.739,706592.220,953791.640,76.8773591,8.6240081,77.008
485.363,29.459,706592.290,953747.360,76.8773577,8.6236078,75.156
485.393,61.089,706592.320,953778.990,76.8773594,8.6238938,76.116
485.443,375.919,706592.370,954093.820,76.8773739,8.6267400,99.440
485.543,382.719,706592.470,954100.620,76.8773752,8.6268014,97.256
485.593,68.229,706592.520,953786.130,76.8773616,8.6239583,76.659
485.603,275.569,706592.530,953993.470,76.8773709,8.6258327,115.471
485.723,195.849,706592.650,953913.750,76.8773684,8.6251120,105.151
485.793,521.659,706592.720,954239.560,76.8773836,8.6280575,85.745
485.803,195.979,706592.730,953913.880,76.8773692,8.6251132,104.884
485.843,79.259,706592.770,953797.160,76.8773643,8.6240580,77.645
485.883,515.989,706592.810,954233.890,76.8773842,8.6280062,84.244
485.923,145.019,706592.850,953862.920,76.8773680,8.6246525,95.565
485.993,398.889,706592.920,954116.790,76.8773800,8.6269476,93.666
486.023,363.669,706592.950,954081.570,76.8773787,8.6266292,102.987
486.333,325.009,706593.260,954042.910,76.8773798,8.6262797,114.520
486.673,98.999,706593.600,953816.900,76.8773727,8.6242364,80.340
486.843,269.099,706593.770,953987.000,76.8773819,8.6257742,115.487
486.963,161.459,706593.890,953879.360,76.8773782,8.6248011,98.773
486.963,181.139,706593.890,953899.040,76.8773790,8.6249790,104.386
487.013,181.099,706593.940,953899.000,76.8773795,8.6249786,104.387
487.133,151.759,706594.060,953869.660,76.8773793,8.6247134,96.836
487.193,517.589,706594.120,954235.490,76.8773962,8.6280206,84.386
487.233,86.349,706594.160,953804.250,76.8773773,8.6241221,77.918
487.433,143.409,706594.360,953861.310,76.8773816,8.6246379,95.586
487.443,321.579,706594.370,954039.480,76.8773897,8.6262486,114.424
487.453,43.769,706594.380,953761.670,76.8773774,8.6237371,75.570
487.463,166.319,706594.390,953884.220,76.8773829,8.6248450,100.216
487.493,29.219,706594.420,953747.120,76.8773771,8.6236056,75.206
487.513,197.019,706594.440,953914.920,76.8773848,8.6251225,105.443
487.553,210.399,706594.480,953928.300,76.8773857,8.6252435,107.485
487.573,340.399,706594.500,954058.300,76.8773917,8.6264187,109.907
487.793,360.409,706594.720,954078.310,76.8773946,8.6265996,105.283
487.843,130.989,706594.770,953848.890,76.8773848,8.6245256,92.391
487.843,249.189,706594.770,953967.090,76.8773901,8.6255942,113.994
487.853,394.459,706594.780,954112.360,76.8773967,8.6269075,95.835
488.083,395.959,706595.010,954113.860,76.8773988,8.6269210,95.255
488.123,22.099,706595.050,953740.000,76.8773825,8.6235412,75.245
488.353,9.909,706595.280,953727.810,76.8773840,8.6234310,75.363
488.373,165.679,706595.300,953883.580,76.8773912,8.6248392,100.396
488.533,210.259,706595.460,953928.160,76.8773946,8.6252422,107.376
488.633,22.379,706595.560,953740.280,76.8773871,8.6235437,75.271
488.673,49.569,706595.600,953767.470,76.8773887,8.6237895,75.621
488.793,228.719,706595.720,953946.620,76.8773978,8.6254091,110.866
488.803,238.319,706595.730,953956.220,76.8773983,8.6254958,112.606
488.803,354.499,706595.730,954072.400,76.8774035,8.6265462,107.536
488.883,492.569,706595.810,954210.470,76.8774104,8.6277944,81.165
488.913,367.439,706595.840,954085.340,76.8774051,8.6266631,102.663
489.063,153.499,706595.990,953871.400,76.8773969,8.6247290,97.053
489.233,37.059,706596.160,953754.960,76.8773932,8.6236764,75.247
489.253,191.579,706596.180,953909.480,76.8774003,8.6250733,104.503
489.313,484.319,706596.240,954202.220,76.8774139,8.6277198,80.020
489.403,94.219,706596.330,953812.120,76.8773973,8.6241931,80.356
489.663,329.339,706596.590,954047.240,76.8774102,8.6263187,114.669
489.993,500.249,706596.920,954218.150,76.8774208,8.6278637,81.626
490.003,179.169,706596.930,953897.070,76.8774066,8.6249611,103.034
490.083,206.899,706597.010,953924.800,76.8774085,8.6252117,107.077
490.163,140.169,706597.090,953858.070,76.8774063,8.6246085,94.098
490.333,200.309,706597.260,953918.210,76.8774105,8.6251522,105.926
490.393,526.039,706597.320,954243.940,76.8774256,8.6280969,85.241
490.543,314.429,706597.470,954032.330,76.8774175,8.6261838,113.999
490.573,15.549,706597.500,953733.450,76.8774044,8.6234818,75.277
490.673,68.119,706597.600,953786.020,76.8774077,8.6239571,76.484
490.973,150.259,706597.900,953868.160,76.8774141,8.6246997,96.103
491.073,529.589,706598.000,954247.490,76.8774319,8.6281289,85.875
491.113,514.619,706598.040,954232.520,76.8774316,8.6279936,83.623
491.243,201.849,706598.170,953919.750,76.8774189,8.6251660,106.163
491.503,508.469,706598.430,954226.370,76.8774349,8.6279380,82.376
