x_local,y_local,utm_e,utm_n,lon,lat,rl
233.303,511.949,706340.230,954229.850,76.8750896,8.6279809,89.372
233.313,457.609,706340.240,954175.510,76.8750872,8.6274897,78.751
233.433,393.799,706340.360,954111.700,76.8750855,8.6269128,77.361
233.483,254.759,706340.410,953972.660,76.8750797,8.6256558,71.849
233.543,206.739,706340.470,953924.640,76.8750781,8.6252217,71.474
233.553,322.099,706340.480,954040.000,76.8750834,8.6262646,75.307
233.563,184.009,706340.490,953901.910,76.8750773,8.6250162,71.595
233.603,275.499,706340.530,953993.400,76.8750817,8.6258433,72.375
233.603,320.279,706340.530,954038.180,76.8750837,8.6262481,74.617
233.613,441.689,706340.540,954159.590,76.8750893,8.6273457,79.095
233.653,629.409,706340.580,954347.310,76.8750980,8.6290428,100.000
233.713,215.929,706340.640,953933.830,76.8750801,8.6253048,71.559
233.753,196.629,706340.680,953914.530,76.8750796,8.6251303,71.227
233.793,266.659,706340.720,953984.560,76.8750831,8.6257634,72.294
233.803,452.189,706340.730,954170.090,76.8750914,8.6274406,78.985
233.893,343.419,706340.820,954061.320,76.8750874,8.6264573,74.862
234.113,101.019,706341.040,953818.920,76.8750786,8.6242659,70.478
234.113,320.519,706341.040,954038.420,76.8750884,8.6262503,74.615
234.173,239.259,706341.100,953957.160,76.8750853,8.6255157,71.645
234.233,627.199,706341.160,954345.100,76.8751032,8.6290228,100.074
234.293,244.209,706341.220,953962.110,76.8750866,8.6255604,71.500
234.513,320.889,706341.440,954038.790,76.8750920,8.6262536,74.570
234.543,443.269,706341.470,954161.170,76.8750978,8.6273600,79.612
234.553,335.269,706341.480,954053.170,76.8750930,8.6263836,75.266
234.683,503.459,706341.610,954221.360,76.8751017,8.6279041,87.354
234.793,309.339,706341.720,954027.240,76.8750941,8.6261492,74.275
234.833,156.949,706341.760,953874.850,76.8750876,8.6247715,72.089
234.863,354.359,706341.790,954072.260,76.8750967,8.6265562,75.285
234.873,210.859,706341.800,953928.760,76.8750904,8.6252589,71.700
234.993,470.969,706341.920,954188.870,76.8751031,8.6276104,79.522
235.013,191.499,706341.940,953909.400,76.8750908,8.6250838,72.101
235.033,168.329,706341.960,953886.230,76.8750900,8.6248744,73.365
235.053,364.509,706341.980,954082.410,76.8750989,8.6266479,76.386
235.133,232.139,706342.060,953950.040,76.8750937,8.6254512,71.623
235.183,350.939,706342.110,954068.840,76.8750995,8.6265252,75.260
235.303,188.819,706342.230,953906.720,76.8750933,8.6250596,71.591
235.483,476.289,706342.410,954194.190,76.8751078,8.6276584,79.455
235.493,448.689,706342.420,954166.590,76.8751066,8.6274089,79.347
235.523,291.919,706342.450,954009.820,76.8750999,8.6259917,74.043
235.603,310.279,706342.530,954028.180,76.8751015,8.6261576,74.313
235.653,470.649,706342.580,954188.550,76.8751091,8.6276074,79.351
235.893,239.759,706342.820,953957.660,76.8751010,8.6255201,71.649
236.093,628.839,706343.020,954346.740,76.8751201,8.6290375,100.118
236.153,258.649,706343.080,953976.550,76.8751042,8.6256909,71.956
236.203,357.109,706343.130,954075.010,76.8751090,8.6265810,77.223
236.273,161.269,706343.200,953879.170,76.8751009,8.6248105,72.377
236.273,516.119,706343.200,954234.020,76.8751167,8.6280185,90.344
236.333,144.059,706343.260,953861.960,76.8751007,8.6246549,72.223
236.363,346.469,706343.290,954064.370,76.8751100,8.6264848,74.645
236.383,146.319,706343.310,953864.220,76.8751012,8.6246753,72.041
236.453,148.799,706343.380,953866.700,76.8751020,8.6246978,71.910
236.583,461.789,706343.510,954179.690,76.8751171,8.6275273,79.104
236.613,381.449,706343.540,954099.350,76.8751138,8.6268010,79.044
236.663,177.359,706343.590,953895.260,76.8751052,8.6249559,71.912
236.723,491.639,706343.650,954209.540,76.8751197,8.6277972,83.178
236.753,251.539,706343.680,953969.440,76.8751093,8.6256266,71.781
236.793,246.919,706343.720,953964.820,76.8751095,8.6255848,71.691
236.823,273.829,706343.750,953991.730,76.8751109,8.6258281,72.287
236.973,467.699,706343.900,954185.600,76.8751209,8.6275807,79.138
237.003,386.599,706343.930,954104.500,76.8751176,8.6268475,76.910
237.023,152.129,706343.950,953870.030,76.8751073,8.6247278,72.038
237.023,250.989,706343.950,953968.890,76.8751117,8.6256216,71.865
237.053,155.419,706343.980,953873.320,76.8751077,8.6247576,73.248
237.053,319.459,706343.980,954037.360,76.8751150,8.6262406,74.602
237.063,316.969,706343.990,954034.870,76.8751150,8.6262181,74.428
237.123,225.049,706344.050,953942.950,76.8751115,8.6253871,71.361
237.203,218.829,706344.130,953936.730,76.8751119,8.6253308,71.311
237.303,458.259,706344.230,954176.160,76.8751235,8.6274954,80.109
237.313,272.289,706344.240,953990.190,76.8751153,8.6258141,72.464
237.333,260.489,706344.260,953978.390,76.8751150,8.6257074,71.869
237.383,366.919,706344.310,954084.820,76.8751202,8.6266696,77.597
237.393,297.339,706344.320,954015.240,76.8751172,8.6260406,74.082
237.413,454.789,706344.340,954172.690,76.8751244,8.6274640,80.079
237.413,496.959,706344.340,954214.860,76.8751262,8.6278452,84.934
237.523,487.839,706344.450,954205.740,76.8751268,8.6277628,81.394
237.533,277.719,706344.460,953995.620,76.8751175,8.6258632,72.455
237.543,499.939,706344.470,954217.840,76.8751276,8.6278722,85.306
237.623,306.899,706344.550,954024.800,76.8751197,8.6261270,74.161
237.703,370.339,706344.630,954088.240,76.8751232,8.6267005,76.208
237.713,418.419,706344.640,954136.320,76.8751255,8.6271352,78.961
237.813,254.699,706344.740,953972.600,76.8751191,8.6256551,71.660
238.083,432.759,706345.010,954150.660,76.8751295,8.6272648,79.708
238.103,231.149,706345.030,953949.050,76.8751206,8.6254422,71.836
238.163,172.369,706345.090,953890.270,76.8751186,8.6249108,73.301
238.163,214.999,706345.090,953932.900,76.8751205,8.6252962,71.588
238.273,413.649,706345.200,954131.550,76.8751303,8.6270920,78.695
238.283,510.419,706345.210,954228.320,76.8751347,8.6279669,88.512
238.403,326.569,706345.330,954044.470,76.8751276,8.6263048,75.355
238.513,357.629,706345.440,954075.530,76.8751300,8.6265856,75.217
238.613,241.819,706345.540,953959.720,76.8751258,8.6255386,71.666
238.613,475.419,706345.540,954193.320,76.8751362,8.6276504,79.559
238.643,345.779,706345.570,954063.680,76.8751307,8.6264784,74.713
238.723,407.199,706345.650,954125.100,76.8751341,8.6270337,77.684
238.883,160.579,706345.810,953878.480,76.8751246,8.6248041,73.268
238.913,245.639,706345.840,953963.540,76.8751287,8.6255731,71.597
238.933,253.849,706345.860,953971.750,76.8751292,8.6256473,71.737
238.983,266.599,706345.910,953984.500,76.8751302,8.6257626,72.166
239.103,181.709,706346.030,953899.610,76.8751275,8.6249952,71.943
239.193,488.009,706346.120,954205.910,76.8751420,8.6277642,80.850
239.243,185.839,706346.170,953903.740,76.8751290,8.6250325,72.014
239.283,309.149,706346.210,954027.050,76.8751348,8.6261473,74.249
239.293,415.259,706346.220,954133.160,76.8751397,8.6271065,78.132
239.373,631.729,706346.300,954349.630,76.8751501,8.6290635,100.177
239.413,338.269,706346.340,954056.170,76.8751373,8.6264105,75.473
239.613,239.769,706346.540,953957.670,76.8751347,8.6255200,71.640
239.673,464.889,706346.600,954182.790,76.8751453,8.6275552,79.359
239.913,263.449,706346.840,953981.350,76.8751385,8.6257341,71.891
239.933,260.469,706346.860,953978.370,76.8751386,8.6257071,71.645
239.933,411.519,706346.860,954129.420,76.8751453,8.6270727,78.081
239.943,465.079,706346.870,954182.980,76.8751478,8.6275569,80.482
240.013,284.029,706346.940,954001.930,76.8751404,8.6259201,73.497
240.033,256.999,706346.960,953974.900,76.8751393,8.6256758,71.661
240.123,628.689,706347.050,954346.590,76.8751567,8.6290360,100.108
240.173,429.689,706347.100,954147.590,76.8751483,8.6272370,78.772
240.213,204.389,706347.140,953922.290,76.8751386,8.6252001,71.897
240.233,165.029,706347.160,953882.930,76.8751370,8.6248443,73.944
240.273,454.819,706347.200,954172.720,76.8751503,8.6274641,79.522
240.373,304.369,706347.300,954022.270,76.8751445,8.6261040,74.684
240.483,174.809,706347.410,953892.710,76.8751398,8.6249327,73.108
240.573,347.059,706347.500,954064.960,76.8751483,8.6264899,74.857
240.583,421.669,706347.510,954139.570,76.8751517,8.6271644,78.583
240.633,350.189,706347.560,954068.090,76.8751489,8.6265182,74.830
240.743,319.849,706347.670,954037.750,76.8751486,8.6262439,74.390
240.873,315.479,706347.800,954033.380,76.8751496,8.6262044,74.612
241.123,254.759,706348.050,953972.660,76.8751491,8.6256555,71.511
241.133,268.699,706348.060,953986.600,76.8751498,8.6257815,71.944
241.203,231.419,706348.130,953949.320,76.8751488,8.6254445,71.666
241.253,155.579,706348.180,953873.480,76.8751459,8.6247588,76.168
241.313,66.779,706348.240,953784.680,76.8751425,8.6239561,70.175
241.343,147.169,706348.270,953865.070,76.8751463,8.6246828,72.595
241.433,380.569,706348.360,954098.470,76.8751576,8.6267928,74.579
241.453,470.189,706348.380,954188.090,76.8751617,8.6276030,79.196
241.513,254.699,706348.440,953972.600,76.8751527,8.6256549,71.578
241.533,337.839,706348.460,954055.740,76.8751566,8.6264065,74.795
241.593,170.889,706348.520,953888.790,76.8751497,8.6248972,75.502
241.593,189.529,706348.520,953907.430,76.8751505,8.6250657,72.084
241.703,212.729,706348.630,953930.630,76.8751525,8.6252755,72.057
241.743,177.239,706348.670,953895.140,76.8751513,8.6249546,73.415
241.753,282.969,706348.680,954000.870,76.8751561,8.6259105,73.432
241.773,522.269,706348.700,954240.170,76.8751670,8.6280738,90.754
241.803,164.079,706348.730,953881.980,76.8751513,8.6248357,76.246
241.853,484.309,706348.780,954202.210,76.8751660,8.6277307,79.582
241.913,244.459,706348.840,953962.360,76.8751559,8.6255623,71.673
242.023,271.619,706348.950,953989.520,76.8751581,8.6258079,72.080
242.163,401.159,706349.090,954119.060,76.8751651,8.6269789,77.322
242.173,287.239,706349.100,954005.140,76.8751601,8.6259491,74.007
242.233,364.259,706349.160,954082.160,76.8751641,8.6266453,75.820
242.333,371.769,706349.260,954089.670,76.8751653,8.6267132,76.014
242.343,262.329,706349.270,953980.230,76.8751606,8.6257239,71.614
242.393,520.949,706349.320,954238.850,76.8751725,8.6280619,90.807
242.453,238.639,706349.380,953956.540,76.8751605,8.6255097,71.683
242.573,422.489,706349.500,954140.390,76.8751698,8.6271718,78.754
242.633,434.809,706349.560,954152.710,76.8751709,8.6272831,79.163
242.643,282.539,706349.570,954000.440,76.8751642,8.6259065,73.843
242.653,622.339,706349.580,954340.240,76.8751794,8.6289785,99.214
242.773,185.479,706349.700,953903.380,76.8751610,8.6250291,72.842
242.973,198.919,706349.900,953916.820,76.8751634,8.6251506,71.677
242.993,166.419,706349.920,953884.320,76.8751622,8.6248568,73.983
243.133,279.279,706350.060,953997.180,76.8751685,8.6258771,72.331
243.163,494.509,706350.090,954212.410,76.8751784,8.6278228,82.267
243.203,382.259,706350.130,954100.160,76.8751737,8.6268080,78.200
243.253,241.699,706350.180,953959.600,76.8751679,8.6255373,71.570
243.253,336.529,706350.180,954054.430,76.8751721,8.6263946,74.761
243.463,268.509,706350.390,953986.410,76.8751710,8.6257797,71.775
243.503,307.139,706350.430,954025.040,76.8751731,8.6261289,74.047
243.533,324.949,706350.460,954042.850,76.8751742,8.6262899,74.507
243.533,424.159,706350.460,954142.060,76.8751786,8.6271868,79.273
243.573,461.199,706350.500,954179.100,76.8751806,8.6275217,79.545
243.613,461.139,706350.540,954179.040,76.8751810,8.6275211,79.564
243.793,234.339,706350.720,953952.240,76.8751725,8.6254708,71.554
243.843,417.539,706350.770,954135.440,76.8751811,8.6271269,78.679
243.843,436.669,706350.770,954154.570,76.8751820,8.6272999,79.224
243.903,218.819,706350.830,953936.720,76.8751728,8.6253304,72.082
244.033,284.869,706350.960,954002.770,76.8751769,8.6259276,73.820
244.033,500.519,706350.960,954218.420,76.8751865,8.6278771,84.443
244.063,336.009,706350.990,954053.910,76.8751795,8.6263899,74.717
244.153,359.469,706351.080,954077.370,76.8751813,8.6266020,75.012
244.223,302.219,706351.150,954020.120,76.8751794,8.6260844,73.835
244.253,180.049,706351.180,953897.950,76.8751742,8.6249799,73.392
244.273,275.319,706351.200,953993.220,76.8751787,8.6258412,71.994
244.353,163.739,706351.280,953881.640,76.8751744,8.6248325,77.521
244.393,189.539,706351.320,953907.440,76.8751759,8.6250657,72.134
244.393,330.979,706351.320,954048.880,76.8751822,8.6263444,75.360
244.413,204.179,706351.340,953922.080,76.8751768,8.6251981,71.894
244.473,452.449,706351.400,954170.350,76.8751884,8.6274425,80.321
244.483,243.319,706351.410,953961.220,76.8751791,8.6255519,71.723
244.533,253.669,706351.460,953971.570,76.8751801,8.6256455,71.703
244.623,339.779,706351.550,954057.680,76.8751847,8.6264239,74.555
244.773,513.029,706351.700,954230.930,76.8751938,8.6279902,88.720
244.833,335.319,706351.760,954053.220,76.8751864,8.6263836,74.816
244.853,289.889,706351.780,954007.790,76.8751846,8.6259729,73.739
244.873,277.339,706351.800,953995.240,76.8751842,8.6258594,72.013
244.873,289.899,706351.800,954007.800,76.8751848,8.6259730,74.296
244.883,402.499,706351.810,954120.400,76.8751899,8.6269909,77.458
245.123,495.369,706352.050,954213.270,76.8751962,8.6278305,81.830
245.133,331.829,706352.060,954049.730,76.8751890,8.6263520,74.738
245.153,323.999,706352.080,954041.900,76.8751888,8.6262813,74.666
245.263,334.559,706352.190,954052.460,76.8751903,8.6263767,74.697
245.273,175.239,706352.200,953893.140,76.8751833,8.6249364,74.070
245.313,314.739,706352.240,954032.640,76.8751899,8.6261975,74.475
245.443,332.299,706352.370,954050.200,76.8751918,8.6263563,74.712
245.453,373.999,706352.380,954091.900,76.8751938,8.6267333,74.184
245.513,333.899,706352.440,954051.800,76.8751925,8.6263707,74.772
245.563,633.269,706352.490,954351.170,76.8752064,8.6290772,100.324
245.583,332.719,706352.510,954050.620,76.8751931,8.6263601,74.742
245.643,333.209,706352.570,954051.110,76.8751937,8.6263645,74.805
245.693,440.219,706352.620,954158.120,76.8751989,8.6273319,79.494
245.723,266.389,706352.650,953984.290,76.8751914,8.6257604,71.752
245.743,281.489,706352.670,953999.390,76.8751923,8.6258969,72.739
245.773,256.449,706352.700,953974.350,76.8751915,8.6256705,71.534
245.793,313.929,706352.720,954031.830,76.8751942,8.6261902,74.025
245.793,322.579,706352.720,954040.480,76.8751946,8.6262684,74.425
245.933,190.799,706352.860,953908.700,76.8751900,8.6250770,72.922
245.933,299.639,706352.860,954017.540,76.8751948,8.6260610,73.843
245.953,145.859,706352.880,953863.760,76.8751882,8.6246708,73.024
246.263,346.839,706353.190,954064.740,76.8751999,8.6264877,74.561
246.263,365.939,706353.190,954083.840,76.8752008,8.6266604,74.961
246.293,211.749,706353.220,953929.650,76.8751942,8.6252664,71.901
246.293,392.169,706353.220,954110.070,76.8752022,8.6268975,76.929
246.353,355.939,706353.280,954073.840,76.8752012,8.6265699,78.066
246.363,246.109,706353.290,953964.010,76.8751963,8.6255770,71.764
246.413,486.829,706353.340,954204.730,76.8752075,8.6277532,79.641
246.443,475.569,706353.370,954193.470,76.8752073,8.6276514,79.449
246.473,169.809,706353.400,953887.710,76.8751939,8.6248873,77.702
246.483,526.379,706353.410,954244.280,76.8752099,8.6281108,90.986
246.513,154.799,706353.440,953872.700,76.8751936,8.6247516,77.902
246.563,462.039,706353.490,954179.940,76.8752078,8.6275291,80.423
246.573,278.549,706353.500,953996.450,76.8751997,8.6258703,71.866
246.623,402.499,706353.550,954120.400,76.8752057,8.6269909,76.516
246.633,481.899,706353.560,954199.800,76.8752093,8.6277087,79.814
246.673,273.859,706353.600,953991.760,76.8752004,8.6258279,71.691
246.713,159.259,706353.640,953877.160,76.8751957,8.6247919,78.140
246.733,353.109,706353.660,954071.010,76.8752045,8.6265443,74.715
246.753,224.119,706353.680,953942.020,76.8751989,8.6253782,72.158
246.813,517.669,706353.740,954235.570,76.8752126,8.6280320,89.751
246.933,151.589,706353.860,953869.490,76.8751973,8.6247225,73.403
247.023,232.219,706353.950,953950.120,76.8752017,8.6254514,71.601
247.173,445.969,706354.100,954163.870,76.8752126,8.6273838,79.418
247.263,324.359,706354.190,954042.260,76.8752080,8.6262844,74.504
247.293,225.919,706354.220,953943.820,76.8752039,8.6253945,72.884
247.303,225.899,706354.230,953943.800,76.8752040,8.6253943,71.387
247.503,637.209,706354.430,954355.110,76.8752242,8.6291127,100.399
247.563,239.349,706354.490,953957.250,76.8752069,8.6255159,71.726
247.753,305.909,706354.680,954023.810,76.8752116,8.6261176,73.948
247.893,247.989,706354.820,953965.890,76.8752103,8.6255940,71.895
248.023,446.649,706354.950,954164.550,76.8752204,8.6273899,79.944
248.043,636.489,706354.970,954354.390,76.8752290,8.6291062,100.442
248.133,339.169,706355.060,954057.070,76.8752166,8.6264183,74.575
248.133,510.759,706355.060,954228.660,76.8752242,8.6279695,87.206
248.143,385.079,706355.070,954102.980,76.8752187,8.6268333,74.647
248.563,635.769,706355.490,954353.670,76.8752337,8.6290996,100.335
248.653,310.109,706355.580,954028.010,76.8752200,8.6261555,74.041
248.653,314.709,706355.580,954032.610,76.8752202,8.6261971,73.754
248.663,514.589,706355.590,954232.490,76.8752292,8.6280041,88.269
248.743,630.419,706355.670,954348.320,76.8752351,8.6290512,98.202
248.753,264.389,706355.680,953982.290,76.8752189,8.6257422,72.201
248.783,195.829,706355.710,953913.730,76.8752161,8.6251224,72.369
248.783,325.409,706355.710,954043.310,76.8752219,8.6262938,74.718
248.823,308.949,706355.750,954026.850,76.8752215,8.6261450,74.231
248.853,433.249,706355.780,954151.150,76.8752273,8.6272688,79.596
248.903,391.949,706355.830,954109.850,76.8752259,8.6268954,77.031
249.093,422.239,706356.020,954140.140,76.8752290,8.6271692,79.158
249.113,518.329,706356.040,954236.230,76.8752335,8.6280379,88.736
249.113,518.339,706356.040,954236.240,76.8752335,8.6280380,89.236
249.143,184.459,706356.070,953902.360,76.8752189,8.6250196,74.158
249.233,331.359,706356.160,954049.260,76.8752262,8.6263476,74.551
249.273,65.539,706356.200,953783.440,76.8752147,8.6239445,73.149
249.283,189.739,706356.210,953907.640,76.8752204,8.6250673,75.240
249.483,75.539,706356.410,953793.440,76.8752171,8.6240349,74.189
249.483,285.009,706356.410,954002.910,76.8752264,8.6259286,72.623
249.493,490.669,706356.420,954208.570,76.8752357,8.6277878,79.835
249.533,441.139,706356.460,954159.040,76.8752338,8.6273400,79.665
249.533,450.139,706356.460,954168.040,76.8752342,8.6274214,79.522
249.573,478.919,706356.500,954196.820,76.8752359,8.6276816,79.513
249.693,85.539,706356.620,953803.440,76.8752194,8.6241253,75.228
249.743,531.129,706356.670,954249.030,76.8752398,8.6281536,91.488
249.753,214.399,706356.680,953932.300,76.8752257,8.6252902,71.917
249.833,366.959,706356.760,954084.860,76.8752333,8.6266694,73.954
249.983,166.899,706356.910,953884.800,76.8752257,8.6248608,78.082
249.993,468.839,706356.920,954186.740,76.8752393,8.6275904,79.808
250.003,162.279,706356.930,953880.180,76.8752257,8.6248190,78.284
250.033,473.939,706356.960,954191.840,76.8752399,8.6276366,79.314
250.103,247.839,706357.030,953965.740,76.8752304,8.6255925,71.896
250.193,154.379,706357.120,953872.280,76.8752270,8.6247476,78.921
250.253,237.329,706357.180,953955.230,76.8752313,8.6254975,71.685
250.383,626.099,706357.310,954344.000,76.8752498,8.6290121,97.805
250.453,385.009,706357.380,954102.910,76.8752397,8.6268326,79.513
250.493,230.869,706357.420,953948.770,76.8752332,8.6254391,72.037
250.523,327.049,706357.450,954044.950,76.8752377,8.6263086,74.474
250.543,458.639,706357.470,954176.540,76.8752438,8.6274982,80.663
250.563,508.929,706357.490,954226.830,76.8752462,8.6279529,85.584
250.603,243.199,706357.530,953961.100,76.8752347,8.6255505,71.712
250.653,267.489,706357.580,953985.390,76.8752363,8.6257701,71.999
250.843,362.679,706357.770,954080.580,76.8752422,8.6266307,74.686
250.873,279.239,706357.800,953997.140,76.8752388,8.6258763,72.176
250.903,251.039,706357.830,953968.940,76.8752378,8.6256214,71.907
250.943,502.409,706357.870,954220.310,76.8752494,8.6278939,82.812
251.093,198.619,706358.020,953916.520,76.8752372,8.6251475,73.016
251.283,398.219,706358.210,954116.120,76.8752478,8.6269520,75.968
251.353,252.829,706358.280,953970.730,76.8752420,8.6256376,71.848
251.623,351.489,706358.550,954069.390,76.8752488,8.6265295,74.634
251.653,209.849,706358.580,953927.750,76.8752428,8.6252490,71.900
251.683,359.059,706358.610,954076.960,76.8752497,8.6265979,74.649
251.763,533.399,706358.690,954251.300,76.8752582,8.6281740,88.396
251.853,509.479,706358.780,954227.380,76.8752580,8.6279578,85.480
251.903,414.119,706358.830,954132.020,76.8752542,8.6270957,78.677
251.993,269.219,706358.920,953987.120,76.8752485,8.6257857,72.311
252.073,150.299,706359.000,953868.200,76.8752439,8.6247106,81.443
252.103,488.019,706359.030,954205.920,76.8752593,8.6277637,79.938
252.303,211.919,706359.230,953929.820,76.8752488,8.6252677,71.949
252.393,173.779,706359.320,953891.680,76.8752479,8.6249229,78.221
252.613,372.969,706359.540,954090.870,76.8752588,8.6267236,74.496
252.683,620.519,706359.610,954338.420,76.8752705,8.6289616,98.195
252.743,350.679,706359.670,954068.580,76.8752590,8.6265221,74.566
252.773,328.629,706359.700,954046.530,76.8752583,8.6263228,74.477
252.873,478.199,706359.800,954196.100,76.8752658,8.6276749,79.906
252.873,478.209,706359.800,954196.110,76.8752658,8.6276750,79.895
252.883,516.539,706359.810,954234.440,76.8752676,8.6280215,87.437
252.903,516.579,706359.830,954234.480,76.8752678,8.6280219,87.434
252.923,155.069,706359.850,953872.970,76.8752519,8.6247537,81.253
252.923,256.299,706359.850,953974.200,76.8752564,8.6256689,71.867
252.993,343.749,706359.920,954061.650,76.8752609,8.6264595,74.496
253.063,638.689,706359.990,954356.590,76.8752747,8.6291258,100.449
253.103,308.489,706360.030,954026.390,76.8752604,8.6261407,73.710
253.113,220.869,706360.040,953938.770,76.8752565,8.6253486,72.077
253.123,201.699,706360.050,953919.600,76.8752558,8.6251753,72.604
253.313,422.439,706360.240,954140.340,76.8752673,8.6271708,79.862
253.623,506.639,706360.550,954224.540,76.8752739,8.6279320,83.069
253.653,523.879,706360.580,954241.780,76.8752750,8.6280879,89.090
253.673,386.819,706360.600,954104.720,76.8752690,8.6268488,74.970
253.683,207.389,706360.610,953925.290,76.8752611,8.6252267,73.152
253.713,161.309,706360.640,953879.210,76.8752593,8.6248101,80.478
253.713,241.939,706360.640,953959.840,76.8752629,8.6255390,71.913
253.833,196.979,706360.760,953914.880,76.8752620,8.6251326,73.814
253.873,359.999,706360.800,954077.900,76.8752696,8.6266063,74.692
253.903,527.919,706360.830,954245.820,76.8752774,8.6281244,90.017
253.923,391.289,706360.850,954109.190,76.8752715,8.6268892,75.323
253.983,513.119,706360.910,954231.020,76.8752775,8.6279906,85.671
254.033,272.019,706360.960,953989.920,76.8752672,8.6258109,71.603
254.093,168.869,706361.020,953886.770,76.8752631,8.6248784,80.438
254.133,236.289,706361.060,953954.190,76.8752665,8.6254879,72.445
254.203,340.209,706361.130,954058.110,76.8752718,8.6264274,74.471
254.213,228.319,706361.140,953946.220,76.8752669,8.6254159,72.129
254.213,340.209,706361.140,954058.110,76.8752719,8.6264274,74.741
254.243,189.079,706361.170,953906.980,76.8752654,8.6250611,77.559
254.453,243.819,706361.380,953961.720,76.8752697,8.6255560,73.372
254.483,513.149,706361.410,954231.050,76.8752820,8.6279908,85.692
254.533,60.449,706361.460,953778.350,76.8752623,8.6238982,73.150
254.543,294.629,706361.470,954012.530,76.8752728,8.6260153,72.763
254.713,179.259,706361.640,953897.160,76.8752692,8.6249723,78.594
254.833,542.389,706361.760,954260.290,76.8752865,8.6282552,93.215
255.003,194.989,706361.930,953912.890,76.8752726,8.6251145,74.254
255.253,323.499,706362.180,954041.400,76.8752806,8.6262763,74.361
255.303,338.279,706362.230,954056.180,76.8752817,8.6264099,74.437
255.383,622.999,706362.310,954340.900,76.8752951,8.6289839,98.329
255.573,384.669,706362.500,954102.570,76.8752862,8.6268293,75.919
255.583,358.449,706362.510,954076.350,76.8752851,8.6265922,74.639
255.773,164.419,706362.700,953882.320,76.8752782,8.6248381,81.074
255.803,527.089,706362.730,954244.990,76.8752946,8.6281168,89.257
256.033,196.729,706362.960,953914.630,76.8752820,8.6251302,74.125
256.193,331.199,706363.120,954049.100,76.8752894,8.6263459,74.530
256.193,426.269,706363.120,954144.170,76.8752937,8.6272053,80.767
256.253,199.219,706363.180,953917.120,76.8752841,8.6251527,73.632
256.293,634.849,706363.220,954352.750,76.8753039,8.6290910,98.101
256.303,281.659,706363.230,953999.560,76.8752882,8.6258980,72.163
256.313,377.389,706363.240,954095.290,76.8752926,8.6267634,74.452
256.343,377.309,706363.270,954095.210,76.8752929,8.6267627,74.506
256.433,357.209,706363.360,954075.110,76.8752928,8.6265810,74.607
256.433,423.689,706363.360,954141.590,76.8752957,8.6271820,79.253
256.463,508.909,706363.390,954226.810,76.8752998,8.6279524,82.914
256.493,239.949,706363.420,953957.850,76.8752881,8.6255209,72.365
256.493,409.529,706363.420,954127.430,76.8752957,8.6270540,78.306
256.543,418.659,706363.470,954136.560,76.8752965,8.6271365,79.993
256.633,640.829,706363.560,954358.730,76.8753073,8.6291450,100.476
256.653,167.959,706363.580,953885.860,76.8752863,8.6248701,80.902
256.653,384.399,706363.580,954102.300,76.8752960,8.6268268,74.869
256.653,535.209,706363.580,954253.110,76.8753027,8.6281902,88.314
256.713,217.319,706363.640,953935.220,76.8752891,8.6253163,71.952
256.763,524.129,706363.690,954242.030,76.8753032,8.6280900,88.325
257.043,433.019,706363.970,954150.920,76.8753017,8.6272663,79.702
257.153,70.099,706364.080,953788.000,76.8752865,8.6239854,74.600
257.163,439.229,706364.090,954157.130,76.8753031,8.6273224,79.928
257.233,298.799,706364.160,954016.700,76.8752974,8.6260529,72.929
257.273,385.569,706364.200,954103.470,76.8753017,8.6268373,75.424
257.293,207.149,706364.220,953925.050,76.8752939,8.6252243,72.922
257.303,304.629,706364.230,954022.530,76.8752983,8.6261056,74.312
257.303,417.519,706364.230,954135.420,76.8753034,8.6271262,78.927
257.323,247.589,706364.250,953965.490,76.8752960,8.6255899,72.783
257.433,522.809,706364.360,954240.710,76.8753093,8.6280780,87.686
257.503,226.269,706364.430,953944.170,76.8752967,8.6253972,72.185
257.573,501.579,706364.500,954219.480,76.8753096,8.6278861,80.431
257.643,389.049,706364.570,954106.950,76.8753052,8.6268688,76.514
257.723,154.449,706364.650,953872.350,76.8752955,8.6247479,81.864
257.863,173.299,706364.790,953891.200,76.8752976,8.6249183,80.063
257.873,375.949,706364.800,954093.850,76.8753067,8.6267503,77.823
258.033,233.759,706364.960,953951.660,76.8753018,8.6254649,72.259
258.063,465.229,706364.990,954183.130,76.8753124,8.6275575,81.005
258.073,334.859,706365.000,954052.760,76.8753067,8.6263789,74.462
258.103,338.469,706365.030,954056.370,76.8753071,8.6264115,74.367
258.103,509.479,706365.030,954227.380,76.8753147,8.6279575,82.309
258.143,629.759,706365.070,954347.660,76.8753205,8.6290449,97.630
258.223,342.869,706365.150,954060.770,76.8753084,8.6264513,74.380
258.233,344.239,706365.160,954062.140,76.8753086,8.6264636,74.417
258.253,527.979,706365.180,954245.880,76.8753169,8.6281247,88.525
258.293,527.929,706365.220,954245.830,76.8753173,8.6281243,88.274
258.313,306.989,706365.240,954024.890,76.8753076,8.6261269,73.890
258.573,403.539,706365.500,954121.440,76.8753143,8.6269997,79.385
258.823,366.539,706365.750,954084.440,76.8753149,8.6266652,74.326
258.873,521.269,706365.800,954239.170,76.8753223,8.6280640,86.137
258.883,250.409,706365.810,953968.310,76.8753103,8.6256154,72.751
